2019-04-11 10:03:17,136305600000.0
2019-04-11 10:33:17,151771973333.33334
2019-04-11 11:03:17,146118240000.0
2019-04-11 11:33:17,166555160000.0
2019-04-11 12:03:17,163559573333.33334
2019-04-11 12:33:17,153954506666.66666
2019-04-11 13:03:17,149211680000.0
2019-04-11 13:33:17,149994853333.33334
2019-04-11 14:03:17,174825640000.0
2019-04-11 14:33:17,156577280000.0
2019-04-11 15:03:17,139917173333.33334
2019-04-11 15:33:17,139477546666.66666
2019-04-11 16:03:17,141753893333.33334
2019-04-11 16:33:17,140836360000.0
2019-04-11 17:03:17,143826666666.66666
2019-04-11 17:33:17,139195880000.0
2019-04-11 18:03:17,136882000000.0
2019-04-11 18:33:17,135671080000.0
2019-04-11 19:03:17,134662173333.33333
2019-04-11 19:33:17,133335240000.0
2019-04-11 20:03:17,134053746666.66667
2019-04-11 20:33:17,135004066666.66667
2019-04-11 21:03:17,137483213333.33334
2019-04-11 21:33:17,139717146666.66666
2019-04-11 22:03:17,139543080000.0
2019-04-11 22:33:17,142454613333.33334
2019-04-11 23:03:17,145118533333.33334
2019-04-11 23:33:17,145959560000.0
2019-04-12 00:03:17,158150373333.33334
2019-04-12 00:33:17,152537840000.0
2019-04-12 01:03:17,144426880000.0
2019-04-12 01:33:17,145771053333.33334
2019-04-12 02:03:17,140906826666.66666
2019-04-12 02:33:17,141139013333.33334
2019-04-12 03:03:17,139482213333.33334
2019-04-12 03:33:17,137051080000.0
2019-04-12 04:03:17,136001920000.0
2019-04-12 04:33:17,136005413333.33333
2019-04-12 05:03:17,137905733333.33334
2019-04-12 05:33:17,139827026666.66666
2019-04-12 06:03:17,139015973333.33334
2019-04-12 06:33:17,136594040000.0
2019-04-12 07:03:17,138212000000.0
2019-04-12 07:33:17,138067280000.0
2019-04-12 08:03:17,138746480000.0
2019-04-12 08:33:17,138715560000.0
2019-04-12 09:03:17,138912586666.66666
2019-04-12 09:33:17,138664426666.66666
2019-04-12 10:03:17,141295680000.0
2019-04-12 10:33:17,144688786666.66666
2019-04-12 11:03:17,143990453333.33334
2019-04-12 11:33:17,146685226666.66666
2019-04-12 12:03:17,133775706666.66667
2019-04-12 12:33:17,135792400000.0
2019-04-12 13:03:17,141820733333.33334
2019-04-12 13:33:17,160514746666.66666
2019-04-12 14:03:17,142379400000.0
2019-04-12 14:33:17,152671026666.66666
2019-04-12 15:03:17,159814986666.66666
2019-04-12 15:33:17,159554826666.66666
2019-04-12 16:03:17,144300880000.0
2019-04-12 16:33:17,164595600000.0
2019-04-12 17:03:17,144448666666.66666
2019-04-12 17:33:17,147353080000.0
2019-04-12 18:03:17,150354426666.66666
2019-04-12 18:33:17,150616986666.66666
2019-04-12 19:03:17,162135866666.66666
2019-04-12 19:33:17,161773200000.0
2019-04-12 20:03:17,148969186666.66666
2019-04-12 20:33:17,145143333333.33334
2019-04-12 21:03:17,149783413333.33334
2019-04-12 21:33:17,156312480000.0
2019-04-12 22:03:17,152439800000.0
2019-04-12 22:33:17,154686053333.33334
2019-04-12 23:03:17,150033426666.66666
2019-04-12 23:33:17,144352440000.0
2019-04-13 00:03:17,145624066666.66666
2019-04-13 00:33:17,144594466666.66666
2019-04-13 01:03:17,145449853333.33334
2019-04-13 01:33:17,162392853333.33334
2019-04-13 02:03:17,144890880000.0
2019-04-13 02:33:17,149768973333.33334
2019-04-13 03:03:17,155710280000.0
2019-04-13 03:33:17,160698626666.66666
2019-04-13 04:03:17,159032413333.33334
2019-04-13 04:33:17,162163120000.0
2019-04-13 05:03:17,160951026666.66666
2019-04-13 05:33:17,151162346666.66666
2019-04-13 06:03:17,153058093333.33334
2019-04-13 06:33:17,152879106666.66666
2019-04-13 07:03:17,157828826666.66666
2019-04-13 07:33:17,158209200000.0
2019-04-13 08:03:17,154556280000.0
2019-04-13 08:33:17,154111906666.66666
