Time, IDC-ELF-Dogfood, Unit
2019-07-05T07:47:44, 34583451.36363637, bps
2019-07-05T07:52:44, 34219102.5, bps
2019-07-05T07:57:44, 26064399.9, bps
2019-07-05T08:02:44, 57121180.2, bps
2019-07-05T08:07:44, 169642129.6, bps
2019-07-05T08:12:44, 77570794.66666667, bps
2019-07-05T08:17:44, 43306467, bps
2019-07-05T08:22:44, 27929928.3, bps
2019-07-05T08:27:44, 27485262, bps
2019-07-05T08:32:44, 22882886.3, bps
2019-07-05T08:37:44, 17393890.166666668, bps
2019-07-05T08:42:44, 15581290.454545455, bps
2019-07-05T08:47:44, 14095361.2, bps
2019-07-05T08:52:44, 17715066.09090909, bps
2019-07-05T08:57:44, 17440401, bps
2019-07-05T09:02:44, 46889102.222222224, bps
2019-07-05T09:07:44, 138027684, bps
2019-07-05T09:12:44, 68715507.1111111, bps
2019-07-05T09:17:44, 23643332.454545453, bps
2019-07-05T09:22:44, 22506856.3, bps
2019-07-05T09:27:44, 18243715.333333332, bps
2019-07-05T09:32:44, 15962811.7, bps
2019-07-05T09:37:44, 15988872.1, bps
2019-07-05T09:42:44, 79157179.75, bps
2019-07-05T09:47:44, 36643031.2, bps
2019-07-05T09:52:44, 26707532, bps
2019-07-05T09:57:44, 17011567.444444444, bps
2019-07-05T10:02:44, 124219423.44444445, bps
2019-07-05T10:07:44, 142035665.45454547, bps
2019-07-05T10:12:44, 77913811.6, bps
2019-07-05T10:17:44, 28625856.6, bps
2019-07-05T10:22:44, 39327280.18181818, bps
2019-07-05T10:27:44, 22087048.9, bps
2019-07-05T10:32:44, 19998694, bps
2019-07-05T10:37:44, 45709025.54545455, bps
2019-07-05T10:42:44, 39612414.8, bps
2019-07-05T10:47:44, 45593298.3, bps
2019-07-05T10:52:44, 29478844.3, bps
2019-07-05T10:57:44, 25336437.375, bps
2019-07-05T11:02:44, 53676586.88888889, bps
2019-07-05T11:07:44, 117887666.4, bps
2019-07-05T11:12:44, 31306600.272727273, bps
2019-07-05T11:17:44, 88080902.6, bps
2019-07-05T11:22:44, 45354573.81818182, bps
2019-07-05T11:27:44, 27219849.25, bps
2019-07-05T11:32:44, 38493578.72727273, bps
2019-07-05T11:37:44, 40090443.45454545, bps
2019-07-05T11:42:44, 34920571.7, bps
2019-07-05T11:47:44, 17161611.333333332, bps
2019-07-05T11:52:44, 33026451.3, bps
2019-07-05T11:57:44, 38407216.4, bps
2019-07-05T12:02:44, 73789809.1111111, bps
2019-07-05T12:07:44, 85388789, bps
2019-07-05T12:12:44, 23792319.9, bps
2019-07-05T12:17:44, 18397749.1, bps
2019-07-05T12:22:44, 32625060.636363637, bps
2019-07-05T12:27:44, 41463607.666666664, bps
2019-07-05T12:32:44, 13709308.9, bps
2019-07-05T12:37:44, 15838553.8, bps
2019-07-05T12:42:44, 19229474, bps
2019-07-05T12:47:44, 16930895, bps
2019-07-05T12:52:44, 18484840.5, bps
2019-07-05T12:57:44, 11194024.2, bps
2019-07-05T13:02:44, 29401907, bps
2019-07-05T13:07:44, 140580131.1111111, bps
2019-07-05T13:12:44, 72001007.3, bps
2019-07-05T13:17:44, 15533797.272727273, bps
2019-07-05T13:22:44, 20417454.1, bps
2019-07-05T13:27:44, 17797824.1, bps
2019-07-05T13:32:44, 16227242.333333334, bps
2019-07-05T13:37:44, 31332089.888888888, bps
2019-07-05T13:42:44, 19871558.444444444, bps
2019-07-05T13:47:44, 14092031.181818182, bps
2019-07-05T13:52:44, 17258084.111111112, bps
2019-07-05T13:57:44, 14899392.7, bps
2019-07-05T14:02:44, 47528565.625, bps
2019-07-05T14:07:44, 137617591.91666666, bps
2019-07-05T14:12:44, 41856355.7, bps
2019-07-05T14:17:44, 17236421, bps
2019-07-05T14:22:44, 22288552.916666668, bps
2019-07-05T14:27:44, 17894269.90909091, bps
2019-07-05T14:32:44, 15021005.666666666, bps
2019-07-05T14:37:44, 13144786.1, bps
2019-07-05T14:42:44, 17267373.1, bps
2019-07-05T14:47:44, 15821533.5, bps
2019-07-05T14:52:44, 16599382.5, bps
2019-07-05T14:57:44, 15710484, bps
2019-07-05T15:02:44, 22642898.75, bps
2019-07-05T15:07:44, 130911792.6, bps
2019-07-05T15:12:44, 19517704.636363637, bps
2019-07-05T15:17:44, 14522796.454545455, bps
2019-07-05T15:22:44, 16584467.4, bps
2019-07-05T15:27:44, 19412560.7, bps
2019-07-05T15:32:44, 18517388.8, bps
2019-07-05T15:37:44, 13281932.545454545, bps
2019-07-05T15:42:44, 16629647.777777778, bps
2019-07-05T15:47:44, 15871642.8, bps
2019-07-05T15:52:44, 14915797.181818182, bps
2019-07-05T15:57:44, 13665669.444444444, bps
2019-07-05T16:02:44, 37329123.166666664, bps
2019-07-05T16:07:44, 139082649, bps
2019-07-05T16:12:44, 13918335.1, bps
2019-07-05T16:17:44, 15200750.833333334, bps
2019-07-05T16:22:44, 14101761.1, bps
2019-07-05T16:27:44, 12956858.888888888, bps
2019-07-05T16:32:44, 17568042.3, bps
2019-07-05T16:37:44, 14896466, bps
2019-07-05T16:42:44, 36722098.7, bps
2019-07-05T16:47:44, 39087636.7, bps
2019-07-05T16:52:44, 17144373.75, bps
2019-07-05T16:57:44, 10372668.363636363, bps
2019-07-05T17:02:44, 53945608.36363637, bps
2019-07-05T17:07:44, 147751407.2, bps
2019-07-05T17:12:44, 53290275.222222224, bps
2019-07-05T17:17:44, 17090044.9, bps
2019-07-05T17:22:44, 16869265.625, bps
2019-07-05T17:27:44, 13557896.666666666, bps
2019-07-05T17:32:44, 15381851.222222222, bps
2019-07-05T17:37:44, 13341211.222222222, bps
2019-07-05T17:42:44, 19673529.272727273, bps
2019-07-05T17:47:44, 14770625.375, bps
2019-07-05T17:52:44, 22791783.363636363, bps
2019-07-05T17:57:44, 17829402.545454547, bps
2019-07-05T18:02:44, 50516886.9, bps
2019-07-05T18:07:44, 177819374.4, bps
2019-07-05T18:12:44, 63341405.333333336, bps
2019-07-05T18:17:44, 14442506.4, bps
2019-07-05T18:22:44, 14639537, bps
2019-07-05T18:27:44, 18767798.875, bps
2019-07-05T18:32:44, 36023918.63636363, bps
2019-07-05T18:37:44, 69008398.8, bps
2019-07-05T18:42:44, 16924373.727272727, bps
2019-07-05T18:47:44, 23303553.083333332, bps
2019-07-05T18:52:44, 16871722.875, bps
2019-07-05T18:57:44, 16819457, bps
2019-07-05T19:02:44, 34556123.3, bps
2019-07-05T19:07:44, 123790402.8, bps
2019-07-05T19:12:44, 29228274.272727273, bps
2019-07-05T19:17:44, 19350166.2, bps
2019-07-05T19:22:44, 17239541.625, bps
2019-07-05T19:27:44, 35627904.777777776, bps
2019-07-05T19:32:44, 26980296.666666668, bps
2019-07-05T19:37:44, 20320087.222222224, bps
2019-07-05T19:42:44, 16334436.5, bps
2019-07-05T19:47:44, 14283625.454545455, bps
2019-07-05T19:52:44, 13924303.090909092, bps
2019-07-05T19:57:44, 14869472.8, bps
2019-07-05T20:02:44, 54800306.9, bps
2019-07-05T20:07:44, 161776760.4, bps
2019-07-05T20:12:44, 44203564, bps
2019-07-05T20:17:44, 17560194.777777776, bps
2019-07-05T20:22:44, 24162305.1, bps
2019-07-05T20:27:44, 17348994.181818184, bps
2019-07-05T20:32:44, 15895208.7, bps
2019-07-05T20:37:44, 22514676.1, bps
2019-07-05T20:42:44, 47283514.27272727, bps
2019-07-05T20:47:44, 29778475.333333332, bps
2019-07-05T20:52:44, 17626075.5, bps
2019-07-05T20:57:44, 18595781.1, bps
2019-07-05T21:02:44, 35876628.1, bps
2019-07-05T21:07:44, 126653055.9, bps
2019-07-05T21:12:44, 20830705.555555556, bps
2019-07-05T21:17:44, 19227867.083333332, bps
