Time, dogfood-idc-elf-65/zbs-metad, dogfood-idc-elf-66/zbs-metad, dogfood-idc-elf-67/zbs-metad, Unit
2019-07-05T11:33:52, 16651772.207407407, 17657091.792592593, 17457538.844444443, bytes
2019-07-05T12:03:52, 16714843.711784512, 17438189.03703704, 17335789.037037037, bytes
2019-07-05T12:33:52, 16506399.695238093, 17781668.97777778, 17391714.262626264, bytes
2019-07-05T13:03:52, 16953207.466666665, 17939863.531313132, 17770845.608080808, bytes
2019-07-05T13:33:52, 17030781.155555554, 17681453.51111111, 17865655.94074074, bytes
2019-07-05T14:03:52, 16715824.95892256, 17468123.625589225, 17311393.185185187, bytes
2019-07-05T14:33:52, 16684925.672727272, 17854421.591919187, 17662313.33063973, bytes
2019-07-05T15:03:52, 17110713.837037038, 18086712.888888888, 17944780.8, bytes
2019-07-05T15:33:52, 17435968.055411253, 18130394.41885522, 18056126.491582494, bytes
2019-07-05T16:03:52, 17199708.918518517, 18482380.8, 18123779.52169312, bytes
2019-07-05T16:33:52, 17640963.792592593, 18612208.829629626, 18480719.644444443, bytes
2019-07-05T17:03:52, 17737333.570370372, 18368754.725925926, 18552210.014814813, bytes
2019-07-05T17:33:52, 16614464.474074073, 17518437.53804714, 17354702.696296297, bytes
2019-07-05T18:03:52, 16762788.977777777, 17906703.17037037, 17772574.34074074, bytes
2019-07-05T18:33:52, 17021002.472727273, 18010180.266666666, 17882794.666666668, bytes
2019-07-05T19:03:52, 17021085.909764312, 17798075.73333333, 17665329.303703707, bytes
2019-07-05T19:33:52, 16893971.30774411, 18182606.696296297, 17807433.093602695, bytes
2019-07-05T20:03:52, 17324528.484848484, 18288820.148148146, 18150633.21981722, bytes
2019-07-05T20:33:52, 17407651.081481483, 18094254.459259257, 18266696.059259262, bytes
2019-07-05T21:03:52, 17197448.53333333, 18224196.266666666, 18063341.8989899, bytes
