Time, dogfood-idc-elf-65/zbs-metad, dogfood-idc-elf-66/zbs-metad, dogfood-idc-elf-67/zbs-metad, Unit
2019-06-30T12:33:52, 6557779.437037037, 16892031.56902357, 17190826.666666664, bytes
2019-06-30T13:03:52, 6937942.712457911, 17001690.591245793, 17097018.440404043, bytes
2019-06-30T13:33:52, 7039582.814814814, 16798269.37104377, 17076185.212121207, bytes
2019-06-30T14:03:52, 6825882.634343433, 17025306.03097643, 17467194.785185184, bytes
2019-06-30T14:33:52, 6871325.134006734, 17190771.846464645, 17428808.23164983, bytes
2019-06-30T15:03:52, 7194809.837037038, 17202653.866666667, 17235446.51851852, bytes
2019-06-30T15:33:52, 7347917.834343434, 17115560.080808084, 17677354.063299663, bytes
2019-06-30T16:03:52, 7153140.622222222, 17540551.111111112, 17830282.429629628, bytes
2019-06-30T16:33:52, 7577903.875324677, 17643697.53766234, 17721149.54343434, bytes
2019-06-30T17:03:52, 7461577.007407407, 17328757.570370372, 17626476.088888887, bytes
2019-06-30T17:33:52, 6937543.628282827, 17225383.218855217, 17624425.847811446, bytes
2019-06-30T18:03:52, 7086546.48888889, 17474271.762962963, 17725212.444444444, bytes
2019-06-30T18:33:52, 7184534.915632516, 17255104.04309764, 17271713.18518519, bytes
2019-06-30T19:03:52, 7211611.022222222, 15572150.044444444, 17553658.31111111, bytes
2019-06-30T19:33:52, 6835586.8444444435, 15329526.863299662, 17710673.713131312, bytes
2019-06-30T20:03:52, 6666357.964405965, 15444174.006734006, 17552943.40740741, bytes
2019-06-30T20:33:52, 6747826.251851852, 15217353.007407406, 17630581.570370372, bytes
2019-06-30T21:03:52, 6548829.090909091, 15500969.977104379, 18017355.851851854, bytes
2019-06-30T21:33:52, 6764149.57037037, 15745873.540740741, 18105495.7037037, bytes
2019-06-30T22:03:52, 7048753.303703703, 15730463.030303031, 17904522.774410773, bytes
2019-06-30T22:33:52, 7147580.6814814815, 15609728.948148148, 18295436.325925928, bytes
2019-06-30T23:03:52, 6941644.282828283, 16030751.030303031, 18412751.558249157, bytes
2019-06-30T23:33:52, 7383203.081481482, 16098778.074074075, 18234201.125925925, bytes
2019-07-01T00:03:52, 7457367.919191919, 15933416.554882154, 18327610.61279461, bytes
2019-07-01T00:33:52, 7224740.977777778, 16232389.214814814, 18687021.51111111, bytes
2019-07-01T01:03:52, 7413327.644444443, 16434293.915151514, 18786870.820202023, bytes
2019-07-01T01:33:52, 7696677.925925925, 16361378.810582012, 18510244.83001443, bytes
2019-07-01T02:03:52, 7731841.982491583, 15752618.149494948, 16850200.65185185, bytes
2019-07-01T02:33:52, 7281287.991534392, 16078193.506878307, 16866001.134391535, bytes
2019-07-01T03:03:52, 6994461.995959596, 15716631.962289562, 16168482.133333333, bytes
2019-07-01T03:33:52, 7083550.340740741, 15539647.525925927, 16322404.503703704, bytes
2019-07-01T04:03:52, 6911051.851851852, 15879853.424915822, 16714934.044444444, bytes
2019-07-01T04:33:52, 7174774.850986051, 16065392.915824914, 16783297.42222222, bytes
2019-07-01T05:03:52, 7412377.600000001, 15925687.94074074, 16583012.503703704, bytes
2019-07-01T05:33:52, 7211830.992592593, 15901458.445791245, 17001841.605387203, bytes
2019-07-01T06:03:52, 6150661.688888889, 15278717.155555556, 16143932.68148148, bytes
2019-07-01T06:33:52, 6576521.05050505, 15341251.49090909, 15841971.630976431, bytes
2019-07-01T07:03:52, 6672640, 15129584.82962963, 16009904.084656084, bytes
2019-07-01T07:33:52, 6417856.905050505, 15459545.901683502, 16337726.922558924, bytes
2019-07-01T08:03:52, 6674261.333333333, 15624927.762962962, 16454284.325925926, bytes
2019-07-01T08:33:52, 6904014.868686869, 15490390.712457912, 16045382.162962964, bytes
2019-07-01T09:03:52, 6873366.755555555, 15455025.623857623, 16082801.777777776, bytes
2019-07-01T09:33:52, 6762520.134680134, 15847674.31111111, 16160259.792592593, bytes
2019-07-01T10:03:52, 7167992.414814816, 15927558.230687829, 15961444.5037037, bytes
2019-07-01T10:33:52, 7282423.208080809, 15745123.986531988, 16207179.67946128, bytes
2019-07-01T11:03:52, 7252370.531986531, 16195984.340163542, 16678269.327946126, bytes
2019-07-01T11:33:52, 7531808.2370370375, 16381410.693602694, 16765883.733333334, bytes
2019-07-01T12:03:52, 7713980.25050505, 16208033.874747472, 16531609.772390574, bytes
2019-07-01T12:33:52, 7617771.140740742, 16306395.970370369, 16951868.681481484, bytes
2019-07-01T13:03:52, 7600622.588552188, 16677061.904377105, 17061747.674074072, bytes
2019-07-01T13:33:52, 7987966.103703703, 16780424.53333333, 16884265.71851852, bytes
2019-07-01T14:03:52, 8080372.622222222, 16599616.474074075, 17118556.918518517, bytes
2019-07-01T14:33:52, 7823208.296296296, 16985763.081481483, 17389695.051851854, bytes
2019-07-01T15:03:52, 8132292.87003367, 17090285.8989899, 17432538.763636366, bytes
2019-07-01T15:33:52, 8398825.244444445, 17002420.14814815, 17272240.8973545, bytes
2019-07-01T16:03:52, 7613531.022222221, 16365537.585377587, 16996831.935353536, bytes
2019-07-01T16:33:52, 7664505.362962964, 16769972.14814815, 17171399.11111111, bytes
2019-07-01T17:03:52, 8206979.361616161, 17009621.936700337, 17103845.796632994, bytes
2019-07-01T17:33:52, 7805424.287830688, 16324399.407407409, 16954354.725925926, bytes
2019-07-01T18:03:52, 7075145.955555555, 16211887.838383839, 16474360.931986531, bytes
2019-07-01T18:33:52, 7426355.199999999, 16302095.17037037, 16480984.17777778, bytes
2019-07-01T19:03:52, 7667749.925925925, 16193491.523232326, 16407300.309764309, bytes
2019-07-01T19:33:52, 7562740.893121693, 16396690.014814815, 16854175.28888889, bytes
2019-07-01T20:03:52, 7647154.67051467, 16742712.37171717, 16971902.879461277, bytes
2019-07-01T20:33:52, 8008485.40875421, 16830297.125925925, 16790019.79259259, bytes
2019-07-01T21:03:52, 8112023.703703704, 16616961.034343434, 17070457.190572392, bytes
2019-07-01T21:33:52, 7824088.177777778, 17040467.43703704, 17308562.014814813, bytes
2019-07-01T22:03:52, 8190116.805387205, 17149222.64011544, 17258412.562962964, bytes
2019-07-01T22:33:52, 8268003.555555555, 16747451.733333334, 17102354.962962963, bytes
2019-07-01T23:03:52, 7188779.614814814, 15999546.268013468, 16722530.607407408, bytes
2019-07-01T23:33:52, 7050395.496296297, 16134553.6, 16633598.103703706, bytes
2019-07-02T00:03:52, 7325130.558922559, 16147349.807407407, 16364307.307744108, bytes
2019-07-02T00:33:52, 7434537.447619048, 15923990.755555555, 16686686.814814813, bytes
2019-07-02T01:03:52, 7232661.807407408, 16347596.799999999, 16878573.037037037, bytes
2019-07-02T01:33:52, 7515731.781818181, 16335706.505050505, 16688538.979124578, bytes
2019-07-02T02:03:52, 7613350.874074074, 16133614.933333332, 16623524.97777778, bytes
2019-07-02T02:33:52, 7393589.613468014, 16347689.718518518, 17021083.496296298, bytes
2019-07-02T03:03:52, 7545977.362962964, 16651375.881481484, 17123436.088888887, bytes
2019-07-02T03:33:52, 7912622.4592592595, 16697661.026262626, 16963902.577777777, bytes
2019-07-02T04:03:52, 7999268.029629629, 16531383.25117845, 17303148.606060605, bytes
2019-07-02T04:33:52, 7520498.725925926, 16837214.125252526, 17351642.074074075, bytes
2019-07-02T05:03:52, 7858468.202020202, 16782836.1050505, 17061685.785858586, bytes
2019-07-02T05:33:52, 7955680.304761904, 16539401.481481483, 17032959.187301587, bytes
2019-07-02T06:03:52, 7636469.3117845105, 16757411.08148148, 17151810.37037037, bytes
2019-07-02T06:33:52, 7578906.548148149, 16996431.644444447, 17227023.68754209, bytes
2019-07-02T07:03:52, 7898465.745454545, 17017784.975084174, 17050934.99259259, bytes
2019-07-02T07:33:52, 7979444.837710437, 16866601.718518518, 17415920.82962963, bytes
2019-07-02T08:03:52, 7538225.993265993, 17276592.87272727, 17560452.740740743, bytes
2019-07-02T08:33:52, 7828124.013468015, 17372131.555555556, 17361560.393265992, bytes
2019-07-02T09:03:52, 7839213.726599325, 17099815.305050503, 17377249.659259256, bytes
2019-07-02T09:33:52, 6728330.774410776, 16430737.497643098, 16817966.373063974, bytes
2019-07-02T10:03:52, 6962479.407407408, 16647319.703703703, 16903240.059259262, bytes
2019-07-02T10:33:52, 7180467.286195287, 16547521.077441076, 16623487.051851854, bytes
2019-07-02T11:03:52, 7214853.688888889, 16476167.585185185, 17002158.459259257, bytes
2019-07-02T11:33:52, 6427122.553535353, 16470291.824915826, 16727912.296296297, bytes
2019-07-02T12:03:52, 6848339.855699856, 16437215.762962962, 16385130.192592591, bytes
2019-07-02T12:33:52, 6857781.0962962955, 16090964.2989899, 16342653.155555556, bytes
2019-07-02T13:03:52, 6617486.222222223, 16311378.230303032, 16690725.753535355, bytes
2019-07-02T13:33:52, 6840077.274074074, 16532388.97777778, 16765147.970370373, bytes
2019-07-02T14:03:52, 7115343.4720538715, 16493540.417508418, 16546282.968350166, bytes
2019-07-02T14:33:52, 7139051.140740741, 16404252.444444446, 16946500.266666666, bytes
2019-07-02T15:03:52, 6967382.884848484, 16838695.305050503, 17046474.903703704, bytes
2019-07-02T15:33:52, 7493992.641077441, 17003048.33939394, 16926324.88080808, bytes
2019-07-02T16:03:52, 7651254.044444445, 16876587.614814814, 17162038.99259259, bytes
2019-07-02T16:33:52, 7371389.1555555565, 17101744.700336702, 17439943.97306397, bytes
2019-07-02T17:03:52, 7583539.199999999, 17243071.525925927, 17485624.617989417, bytes
2019-07-02T17:33:52, 7914905.600000001, 17234844.703030303, 17318747.884175085, bytes
2019-07-02T18:03:52, 7902587.259259258, 17252511.28888889, 17779161.53227513, bytes
2019-07-02T18:33:52, 7705503.46127946, 17661933.037037037, 17844917.699663296, bytes
2019-07-02T19:03:52, 8124497.5407407405, 17751343.407407407, 17616148.85925926, bytes
2019-07-02T19:33:52, 8212397.252525252, 17463667.674074072, 17770685.62962963, bytes
2019-07-02T20:03:52, 8060134.954112555, 17843172.41750842, 18130693.688888893, bytes
2019-07-02T20:33:52, 7679603.403174602, 17485061.344107747, 17783284.62222222, bytes
2019-07-02T21:03:52, 14605993.287542088, 14258280.296296297, 14243859.307744108, bytes
2019-07-02T21:33:52, 14386890.558922559, 15442762.645117844, 14405310.17142857, bytes
2019-07-02T22:03:52, 13022723.792592594, 13665275.173063973, 13148774.399999999, bytes
2019-07-02T22:33:52, 13487157.096296297, 13745895.348148147, 13533724.444444442, bytes
2019-07-02T23:03:52, 13575869.457239056, 13540949.33333333, 13572778.839057237, bytes
2019-07-02T23:33:52, 13332770.133333333, 13500799.051851854, 13386090.192592593, bytes
2019-07-03T00:03:52, 13437029.365656564, 13802707.006060606, 13670284.325925926, bytes
2019-07-03T00:33:52, 13631450.074074073, 13791791.407407409, 13653797.925925925, bytes
2019-07-03T01:03:52, 13978091.14074074, 16162778.074074075, 14600059.25925926, bytes
2019-07-03T01:33:52, 16249077.976719579, 16846361.858585857, 16424152.867340066, bytes
2019-07-03T02:03:52, 16675193.362962963, 16959901.39259259, 16779907.87878788, bytes
2019-07-03T02:33:52, 16774144.51717172, 16750952.296296297, 16867948.088888887, bytes
2019-07-03T03:03:52, 16569036.799999999, 16890677.096296296, 16675692.08888889, bytes
2019-07-03T03:33:52, 16824683.571717173, 16942588.8969697, 17017025.422222223, bytes
2019-07-03T04:03:52, 16718055.348148147, 16832003.792592593, 16659903.525925927, bytes
2019-07-03T04:33:52, 16530938.483501682, 16629360.74343434, 16447301.645791246, bytes
2019-07-03T05:03:52, 16422305.185185185, 17040573.62962963, 16621279.762962962, bytes
2019-07-03T05:33:52, 16840157.866666667, 17119375.42895623, 16945948.444444444, bytes
2019-07-03T06:03:52, 16913512.2962963, 16914631.11111111, 17039968.19393939, bytes
2019-07-03T06:33:52, 16617027.059932658, 16858487.466666665, 16645838.523905724, bytes
2019-07-03T07:03:52, 16755052.08888889, 17166665.955555554, 16990640.355555553, bytes
2019-07-03T07:33:52, 16962370.37037037, 17240096.237037037, 17068344.888888888, bytes
2019-07-03T08:03:52, 16917490.208754208, 16939460.00808081, 16821140.25589226, bytes
2019-07-03T08:33:52, 16776036.503703704, 17361612.8, 16978060.325925924, bytes
2019-07-03T09:03:52, 17200592.592592593, 17466925.33872054, 17295875.79259259, bytes
2019-07-03T09:33:52, 17309917.34949495, 17269858.60740741, 17364728.414814815, bytes
2019-07-03T10:03:52, 17119488.172390576, 17449147.56094276, 17167059.178451177, bytes
2019-07-03T10:33:52, 17175156.757671956, 17243594.63280423, 17191511.22962963, bytes
2019-07-03T11:03:52, 17111722.666666668, 17338572.8, 17174145.46531987, bytes
2019-07-03T11:33:52, 17020399.105723906, 17113141.0962963, 16971270.206060607, bytes
2019-07-03T12:03:52, 17002359.46666667, 17071873.896296296, 17049620.588359788, bytes
2019-07-03T12:33:52, 17023492.82693603, 17116117.936700333, 16961493.24713805, bytes
2019-07-03T13:03:52, 16992391.104954306, 16842928.87272727, 17010782.814814817, bytes
2019-07-03T13:33:52, 16773855.762962962, 17014882.607407406, 16814887.82222222, bytes
2019-07-03T14:03:52, 17114832.592592593, 17291939.081481483, 17171565.985185184, bytes
2019-07-03T14:33:52, 17268652.56296296, 17336888.888888888, 17219224.04848485, bytes
2019-07-03T15:03:52, 16803057.371428575, 17063348.14814815, 16950108.918518517, bytes
2019-07-03T15:33:52, 16579034.074074075, 17637686.99259259, 17317554.07946128, bytes
2019-07-03T16:03:52, 16984846.653198652, 17763974.119865324, 17589434.181818184, bytes
2019-07-03T16:33:52, 17093860.934680138, 17554731.097643096, 17604460.088888887, bytes
2019-07-03T17:03:52, 16885088.02154882, 17820625.553054355, 17480042.020202022, bytes
2019-07-03T17:33:52, 17269563.474747475, 18076008.296296295, 17899628.088888887, bytes
2019-07-03T18:03:52, 17384257.385281384, 18066544.398653198, 18000078.86868687, bytes
2019-07-03T18:33:52, 17065286.704761904, 17705661.62962963, 17604888.65185185, bytes
2019-07-03T19:03:52, 17088178.251851853, 18128820.148148146, 17854774.3030303, bytes
2019-07-03T19:33:52, 17441285.68888889, 18237292.088888887, 18053347.555555556, bytes
2019-07-03T20:03:52, 17528475.151515152, 18018573.91438191, 17980518.400000002, bytes
2019-07-03T20:33:52, 17327570.48888889, 18325469.866666667, 17960794.75132275, bytes
2019-07-03T21:03:52, 17751208.425589222, 18547345.84242424, 18354864.183164984, bytes
2019-07-03T21:33:52, 17448635.733333334, 17574437.925925925, 17826123.85185185, bytes
2019-07-03T22:03:52, 16351679.525925927, 17305982.707070705, 17137034.42962963, bytes
2019-07-03T22:33:52, 16502870.687830687, 17689182.814814813, 17471232, bytes
2019-07-03T23:03:52, 16822947.081481483, 17787415.1003367, 17632497.002020206, bytes
2019-07-03T23:33:52, 16883636.14814815, 17582502.874074075, 17467680.237037037, bytes
2019-07-04T00:03:52, 16505850.311111113, 17676591.407407407, 17316516.97777778, bytes
2019-07-04T00:33:52, 16839566.394612793, 17824223.245791245, 17664451.31851852, bytes
2019-07-04T01:03:52, 16927135.80606061, 17689570.176430974, 17758223.17037037, bytes
2019-07-04T01:33:52, 16734257.303703703, 17755830.04444444, 17547648.775757577, bytes
2019-07-04T02:03:52, 16981754.852910053, 18101065.955555554, 17941132.325925924, bytes
2019-07-04T02:33:52, 17232925.306397308, 18216966.6000962, 18074322.48888889, bytes
2019-07-04T03:03:52, 17248695.940740738, 18021916.444444444, 17834994.455026455, bytes
2019-07-04T03:33:52, 17117585.67003367, 18422228.212794613, 18002538.192592595, bytes
2019-07-04T04:03:52, 17531525.602693606, 18518412.325925928, 18355682.00404041, bytes
2019-07-04T04:33:52, 17624450.844444443, 17445364.622222226, 18294328.88888889, bytes
2019-07-04T05:03:52, 16733955.792592593, 17342888.770370368, 17093922.133333333, bytes
2019-07-04T05:33:52, 16586122.429629631, 17682689.896296296, 17520131.792592593, bytes
2019-07-04T06:03:52, 16793112.11005291, 17787543.703703705, 17595548.18585859, bytes
2019-07-04T06:33:52, 16731437.51111111, 17553385.244444445, 17401446.326118324, bytes
2019-07-04T07:03:52, 16693322.472727275, 17983463.175757576, 17605950.577777777, bytes
2019-07-04T07:33:52, 17090357.096296296, 18099950.933333334, 17923597.520346325, bytes
2019-07-04T08:03:52, 17204481.896296296, 17882841.556902356, 17976661.333333332, bytes
2019-07-04T08:33:52, 16998437.92592593, 18090249.48148148, 17790793.95555556, bytes
2019-07-04T09:03:52, 17320996.3005291, 18402334.34074074, 18219482.41885522, bytes
2019-07-04T09:33:52, 17503048.576430976, 18454205.284848485, 18306025.244444445, bytes
2019-07-04T10:03:52, 17406657.422222223, 18248256.474074077, 18107483.02222222, bytes
2019-07-04T10:33:52, 17399627.334680136, 18682737.260606058, 18320528.118518516, bytes
2019-07-04T11:03:52, 17557668.411351614, 17955839.999999996, 18015800.888888888, bytes
2019-07-04T11:33:52, 16832842.3003367, 17460064.19393939, 17583509.462626263, bytes
2019-07-04T12:03:52, 16549002.257239057, 17658756.740740743, 17333935.493602697, bytes
2019-07-04T12:33:52, 16899263.18114478, 17922687.224242423, 17766673.066666666, bytes
2019-07-04T13:03:52, 17043389.974410776, 17954075.21308321, 17866478.933333334, bytes
2019-07-04T13:33:52, 16892082.251851853, 17794980.977777775, 17644765.866666663, bytes
2019-07-04T14:03:52, 16966162.15026455, 18245924.57142857, 17904691.2, bytes
2019-07-04T14:33:52, 17398861.230976433, 18383368.61952862, 18225825.012794614, bytes
2019-07-04T15:03:52, 17496905.955555554, 18176227.555555552, 18226449.066666666, bytes
2019-07-04T15:33:52, 17399570.273400676, 18526226.618181817, 18189042.553535353, bytes
2019-07-04T16:03:52, 17771322.785185184, 18780941.274074074, 18600895.52592593, bytes
2019-07-04T16:33:52, 17940569.643097643, 18800535.186531987, 18726813.39259259, bytes
2019-07-04T17:03:52, 17751363.9957672, 18704171.614814814, 18553395.2, bytes
2019-07-04T17:33:52, 17897439.59057239, 19123394.111784514, 18846304.711111113, bytes
2019-07-04T18:03:52, 18224751.019528616, 18998213.214814816, 18908752.334006734, bytes
2019-07-04T18:33:52, 17812706.348821547, 18440353.35757576, 18444940.325925928, bytes
2019-07-04T19:03:52, 17517373.02626263, 18665034.127946127, 18345777.648484852, bytes
2019-07-04T19:33:52, 17871492.74074074, 18653874.25185185, 18585969.77777778, bytes
2019-07-04T20:03:52, 17778763.85185185, 18634805.096296296, 18599271.261952866, bytes
2019-07-04T20:33:52, 17577982.620875422, 18451038.814814817, 18405319.111111112, bytes
2019-07-04T21:03:52, 17199088.829629626, 17858231.078787882, 17854979.792592596, bytes
2019-07-04T21:33:52, 17128546.607407406, 17020935.585185185, 17392526.22222222, bytes
2019-07-04T22:03:52, 16137239.272727273, 16782438.400000002, 16739196.884656085, bytes
2019-07-04T22:33:52, 15870281.955555556, 17069397.333333332, 16707231.288888888, bytes
2019-07-04T23:03:52, 16305599.525925927, 17236974.933333334, 17094398.103703704, bytes
2019-07-04T23:33:52, 16255330.952188551, 17026563.79259259, 17022747.754882153, bytes
2019-07-05T00:03:52, 15977749.204040403, 16942623.37508418, 16800205.61269841, bytes
2019-07-05T00:33:52, 16150510.933333332, 17347366.566233765, 17117098.666666668, bytes
2019-07-05T01:03:52, 16481907.132275132, 17335236.254353054, 17276941.274074074, bytes
2019-07-05T01:33:52, 16497011.674074074, 17066894.911784515, 17080972.325925928, bytes
2019-07-05T02:03:52, 16129867.85185185, 17335686.63703704, 16972340.283597883, bytes
2019-07-05T02:33:52, 16555997.004713804, 17526761.24444444, 17364404.492929295, bytes
2019-07-05T03:03:52, 16525471.288888888, 17222466.37037037, 17257902.45925926, bytes
2019-07-05T03:33:52, 16180251.582491582, 17159045.947474748, 16973035.830303032, bytes
2019-07-05T04:03:52, 16346885.688888887, 17570186.429629628, 17288025.125925925, bytes
2019-07-05T04:33:52, 16668730.785185182, 17641999.515151516, 17467044.977777775, bytes
2019-07-05T05:03:52, 16761734.637037037, 17401965.985185187, 17397590.884848487, bytes
2019-07-05T05:33:52, 16521712.484848484, 17503843.641750846, 17238584.716498315, bytes
2019-07-05T06:03:52, 16685076.317460319, 17690967.22962963, 17532389.451851852, bytes
2019-07-05T06:33:52, 16800858.33265993, 17622819.34006734, 17619839.74141414, bytes
2019-07-05T07:03:52, 16618676.148148147, 17590809.341414142, 17415585.185185183, bytes
2019-07-05T07:33:52, 16793129.71851852, 18003357.392592594, 17782244.368253965, bytes
2019-07-05T08:03:52, 17115553.185185187, 18081479.62828283, 17946732.088888887, bytes
2019-07-05T08:33:52, 17184114.29494949, 17813801.89090909, 17772581.925925925, bytes
2019-07-05T09:03:52, 16879481.36296296, 18118200.88888889, 17750789.68888889, bytes
2019-07-05T09:33:52, 17315399.36969697, 18290504.4040404, 18122327.22962963, bytes
2019-07-05T10:03:52, 17185887.15959596, 17694458.31111111, 17819348.385185186, bytes
2019-07-05T10:33:52, 16689108.385185184, 17679378.962962963, 17496192.94814815, bytes
2019-07-05T11:03:52, 16586038.992592594, 17572537.147474747, 17445205.333333332, bytes
