Time, dogfood-idc-elf-62, dogfood-idc-elf-61, dogfood-idc-elf-65, dogfood-idc-elf-66, dogfood-idc-elf-67, dogfood-idc-elf-68, dogfood-idc-elf-63, dogfood-idc-elf-64, Unit
2019-07-05T02:30:22, 81.33333333333333, 332.6666666666667, 587, 105.22222222222223, 140.77777777777777, 32.333333333333336, 6.888888888888889, 50.55555555555556, 
2019-07-05T02:35:22, 177.9090909090909, 315.8181818181818, 428.72727272727275, 118.45454545454545, 185, 20.545454545454547, 8.454545454545455, 20.636363636363637, 
2019-07-05T02:40:22, 153.88888888888889, 253.55555555555554, 594.6666666666666, 111.44444444444444, 134.66666666666666, 18.22222222222222, 5.333333333333333, 44.44444444444444, 
2019-07-05T02:45:22, 209.6, 361.3, 534.1, 96.5, 113.4, 33.3, 6.7, 42.5, 
2019-07-05T02:50:22, 162, 257.72727272727275, 666.5454545454545, 89.9090909090909, 171.36363636363637, 71.36363636363636, 10, 36.90909090909091, 
2019-07-05T02:55:22, 216.6, 339.4, 742.8, 119.5, 163.5, 26.8, 2.8, 42.1, 
2019-07-05T03:00:22, 182.3, 274.8, 356, 277.5, 101.4, 15.4, 9.8, 39.5, 
2019-07-05T03:05:22, 674.9, 411.8, 315.5, 102.5, 156.9, 22.7, 7.9, 37.1, 
2019-07-05T03:10:22, 880.1818181818181, 344.6363636363636, 315.45454545454544, 142.45454545454547, 158.45454545454547, 22.545454545454547, 8.090909090909092, 35.09090909090909, 
2019-07-05T03:15:22, 148.3, 383.4, 525.1, 314, 146.9, 21.9, 6.7, 40.8, 
2019-07-05T03:20:22, 140, 332, 305.8888888888889, 369, 137.22222222222223, 18.88888888888889, 6, 35, 
2019-07-05T03:25:22, 117.5, 419, 455.25, 94.08333333333333, 143.66666666666666, 20.166666666666668, 8.416666666666666, 41.083333333333336, 
2019-07-05T03:30:22, 128.88888888888889, 452.55555555555554, 365.1111111111111, 138.77777777777777, 171.66666666666666, 32.55555555555556, 7.555555555555555, 45.77777777777778, 
2019-07-05T03:35:22, 128.4, 395.5, 371.4, 76.1, 102.2, 22.6, 5.1, 38, 
2019-07-05T03:40:22, 106.22222222222223, 389.3333333333333, 379.44444444444446, 108.66666666666667, 140.88888888888889, 15.666666666666666, 11.11111111111111, 41.333333333333336, 
2019-07-05T03:45:22, 113.22222222222223, 299.77777777777777, 406.22222222222223, 101, 120.66666666666667, 19.444444444444443, 18.333333333333332, 34.55555555555556, 
2019-07-05T03:50:22, 128.0909090909091, 341, 512.1818181818181, 129, 158.27272727272728, 23.727272727272727, 8, 25.272727272727273, 
2019-07-05T03:55:22, 128.875, 343.25, 380.625, 92.375, 147.25, 34.25, 7, 19.5, 
2019-07-05T04:00:22, 78.45454545454545, 347.72727272727275, 468, 97.18181818181819, 89.81818181818181, 45, 8.090909090909092, 37, 
2019-07-05T04:05:22, 996.5454545454545, 217.54545454545453, 373.09090909090907, 182.8181818181818, 114.27272727272727, 34.54545454545455, 13.818181818181818, 27.818181818181817, 
2019-07-05T04:10:22, 883.7272727272727, 252.0909090909091, 365.8181818181818, 115.63636363636364, 99.63636363636364, 26.545454545454547, 17.727272727272727, 29.818181818181817, 
2019-07-05T04:15:22, 141.4, 449.5, 440.8, 102.4, 161.5, 26.5, 11.2, 34.1, 
2019-07-05T04:20:22, 58.666666666666664, 306.77777777777777, 427.8888888888889, 82.44444444444444, 78.55555555555556, 23.666666666666668, 8.11111111111111, 29.666666666666668, 
2019-07-05T04:25:22, 80.8, 474.6, 411.3, 74.6, 114, 28.7, 16.2, 35.5, 
2019-07-05T04:30:22, 102.4, 388.2, 405.4, 87.1, 103.9, 56.8, 8, 31.5, 
2019-07-05T04:35:22, 160, 553.9, 389.7, 110.5, 137.2, 38.4, 13.7, 40, 
2019-07-05T04:40:22, 119, 410.44444444444446, 317.6666666666667, 97.55555555555556, 156.33333333333334, 20.88888888888889, 15.11111111111111, 37.888888888888886, 
2019-07-05T04:45:22, 170.88888888888889, 355.3333333333333, 464.6666666666667, 63.111111111111114, 91.77777777777777, 32.888888888888886, 11.11111111111111, 37, 
2019-07-05T04:50:22, 173.1818181818182, 352.72727272727275, 409, 98.0909090909091, 154.36363636363637, 25.818181818181817, 35.81818181818182, 49.81818181818182, 
2019-07-05T04:55:22, 222, 330.8, 403.9, 73.3, 132.7, 16.8, 10.6, 34.4, 
2019-07-05T05:00:22, 220.91666666666666, 419.9166666666667, 400.1666666666667, 106.16666666666667, 162.16666666666666, 20.583333333333332, 10.5, 35.916666666666664, 
2019-07-05T05:05:22, 869.4444444444445, 437, 339.6666666666667, 93, 142, 21.666666666666668, 7.555555555555555, 36.666666666666664, 
2019-07-05T05:10:22, 982.8888888888889, 324.77777777777777, 354.3333333333333, 110.44444444444444, 203, 15.11111111111111, 11.555555555555555, 29.11111111111111, 
2019-07-05T05:15:22, 182.63636363636363, 376.3636363636364, 380.45454545454544, 71.81818181818181, 117.9090909090909, 54.36363636363637, 9.636363636363637, 50, 
2019-07-05T05:20:22, 193, 341.8888888888889, 329.44444444444446, 114.11111111111111, 130.11111111111111, 31.444444444444443, 16.555555555555557, 42, 
2019-07-05T05:25:22, 144.22222222222223, 429.44444444444446, 314.1111111111111, 92.88888888888889, 103.88888888888889, 20.333333333333332, 9.333333333333334, 29.666666666666668, 
2019-07-05T05:30:22, 189.6, 334.7, 314.2, 114.8, 173.5, 37, 9.9, 25, 
2019-07-05T05:35:22, 224.625, 360.875, 431.5, 110.75, 211.625, 25, 11.125, 32.375, 
2019-07-05T05:40:22, 316.2, 397.1, 410.9, 174, 157.4, 50.6, 10.4, 38.1, 
2019-07-05T05:45:22, 229.27272727272728, 356.27272727272725, 313.54545454545456, 91.72727272727273, 121.45454545454545, 47.90909090909091, 7.7272727272727275, 35.09090909090909, 
2019-07-05T05:50:22, 176.4, 446.9, 434.3, 77.7, 121.7, 47.5, 11, 33.4, 
2019-07-05T05:55:22, 198.875, 386.625, 417.375, 128.875, 96.875, 19.25, 23.5, 40.25, 
2019-07-05T06:00:22, 164.58333333333334, 405.8333333333333, 477.3333333333333, 128.33333333333334, 122.33333333333333, 41, 8.25, 26.416666666666668, 
2019-07-05T06:05:22, 1108, 356.27272727272725, 481.09090909090907, 101.72727272727273, 151.27272727272728, 20.363636363636363, 15.818181818181818, 29.454545454545453, 
2019-07-05T06:10:22, 941.6, 327.2, 353.2, 89.9, 154.1, 20.4, 11.8, 17.9, 
2019-07-05T06:15:22, 248.6, 423.1, 378, 83.6, 164.9, 21.1, 8.3, 43, 
2019-07-05T06:20:22, 149.88888888888889, 331.8888888888889, 383.1111111111111, 82.44444444444444, 114.11111111111111, 20.333333333333332, 10.555555555555555, 37.111111111111114, 
2019-07-05T06:25:22, 196.8, 414.2, 433.8, 104.8, 112.9, 30.2, 10.7, 41.3, 
2019-07-05T06:30:22, 195.66666666666666, 423, 435, 107.11111111111111, 107.11111111111111, 31.22222222222222, 6.777777777777778, 47.44444444444444, 
2019-07-05T06:35:22, 209, 348.3, 411.1, 116.2, 126.2, 29.4, 3.5, 28.8, 
2019-07-05T06:40:22, 379.5, 657.1, 293.7, 97.9, 137.2, 21.4, 8.9, 39.7, 
2019-07-05T06:45:22, 163, 338.27272727272725, 365.45454545454544, 122.45454545454545, 149.63636363636363, 19.09090909090909, 9, 33.45454545454545, 
2019-07-05T06:50:22, 198.3, 433.2, 348.9, 56.7, 161, 18.8, 7.2, 32.5, 
2019-07-05T06:55:22, 169.08333333333334, 886.0833333333334, 310.3333333333333, 166.75, 208.25, 24.666666666666668, 7.416666666666667, 22.583333333333332, 
2019-07-05T07:00:22, 202.25, 571.125, 445.875, 140.875, 162.375, 24.25, 3.125, 32.5, 
2019-07-05T07:05:22, 1065.2222222222222, 540.8888888888889, 478.77777777777777, 161.88888888888889, 171.44444444444446, 21.11111111111111, 8.666666666666666, 38.55555555555556, 
2019-07-05T07:10:22, 921.7, 351, 352.2, 168.5, 192.3, 19.1, 8.5, 41, 
2019-07-05T07:15:22, 182.55555555555554, 286.3333333333333, 418.77777777777777, 143.77777777777777, 127.66666666666667, 33.111111111111114, 16.444444444444443, 35.888888888888886, 
2019-07-05T07:20:22, 155.66666666666666, 349, 436.8888888888889, 109.33333333333333, 132.44444444444446, 32.44444444444444, 5.222222222222222, 31.77777777777778, 
2019-07-05T07:25:22, 203, 291.44444444444446, 328.8888888888889, 117.11111111111111, 134.55555555555554, 40.888888888888886, 11, 35.666666666666664, 
2019-07-05T07:30:22, 131.7, 415.3, 429.6, 86.8, 179.1, 34.8, 16.2, 48.5, 
2019-07-05T07:35:22, 160.8, 659.4, 395.1, 80.8, 176.9, 59.5, 5.2, 34.9, 
2019-07-05T07:40:22, 186.1, 405.8, 498.8, 77.5, 152.4, 21.1, 10.9, 17.8, 
2019-07-05T07:45:22, 149.6, 499.2, 412.1, 131.6, 198.2, 25.5, 6, 34.9, 
2019-07-05T07:50:22, 194.5, 465.4, 532.4, 142.4, 146.3, 32.6, 8.9, 20.6, 
2019-07-05T07:55:22, 161.33333333333334, 445.75, 569.5833333333334, 121.25, 203.58333333333334, 27.083333333333332, 8.25, 58.833333333333336, 
2019-07-05T08:00:22, 192.3, 365.1, 507.2, 109.8, 174.8, 41.7, 8, 33.3, 
2019-07-05T08:05:22, 1076.9, 309, 554.1, 119.9, 108.6, 17.3, 7.2, 39.5, 
2019-07-05T08:10:22, 1019, 435.55555555555554, 406.77777777777777, 149.77777777777777, 127.88888888888889, 28.555555555555557, 6.666666666666667, 40, 
2019-07-05T08:15:22, 191.375, 558.5, 496.875, 140.125, 173, 30.875, 10.625, 41.75, 
2019-07-05T08:20:22, 134.4, 882.8, 450.6, 94.5, 149.2, 34.8, 48.2, 38.6, 
2019-07-05T08:25:22, 214.36363636363637, 359.45454545454544, 352.3636363636364, 142.36363636363637, 166.36363636363637, 27.90909090909091, 8.636363636363637, 34.45454545454545, 
2019-07-05T08:30:22, 164.8, 368.3, 360.9, 112.8, 154.2, 30.9, 6.1, 55.1, 
2019-07-05T08:35:22, 206, 480.4166666666667, 218.83333333333334, 71, 115.16666666666667, 21.083333333333332, 6, 47.083333333333336, 
2019-07-05T08:40:22, 191, 358.27272727272725, 170.8181818181818, 98.81818181818181, 156.36363636363637, 47.18181818181818, 7.545454545454546, 31.363636363636363, 
2019-07-05T08:45:22, 152.9, 425.9, 165.1, 82.2, 151.6, 17.4, 10.4, 36.4, 
2019-07-05T08:50:22, 142.9, 394.3, 127, 87.4, 114.9, 21.5, 10.9, 30.8, 
2019-07-05T08:55:22, 196.25, 422.1666666666667, 141.41666666666666, 100.08333333333333, 154.41666666666666, 35.166666666666664, 7.75, 33.166666666666664, 
2019-07-05T09:00:22, 126.66666666666667, 440.3333333333333, 182.77777777777777, 111.88888888888889, 118.11111111111111, 21.22222222222222, 15.222222222222221, 30.88888888888889, 
2019-07-05T09:05:22, 1029.4, 479, 177.2, 117.7, 143.5, 26.9, 8.7, 44.3, 
2019-07-05T09:10:22, 1038.9, 527.1, 192.7, 110.5, 130.1, 18.7, 7.3, 35.5, 
2019-07-05T09:15:22, 98.3, 382.4, 177.5, 104.5, 95.1, 16.8, 17.4, 33.7, 
2019-07-05T09:20:22, 229.8, 635.3, 150.7, 141.8, 137.7, 20.1, 8.2, 30.4, 
2019-07-05T09:25:22, 143.77777777777777, 547.3333333333334, 252.77777777777777, 104.44444444444444, 119.44444444444444, 45.333333333333336, 9.222222222222221, 33.77777777777778, 
2019-07-05T09:30:22, 218.1, 323.6, 177.3, 119.1, 142, 23.8, 10.2, 46.2, 
2019-07-05T09:35:22, 156.9, 385.3, 217.2, 119.1, 161.9, 17.5, 6.5, 42.7, 
2019-07-05T09:40:22, 137.125, 444.75, 520.625, 108.5, 147.875, 13.875, 29.5, 31.875, 
2019-07-05T09:45:22, 176, 551.3, 160, 131.3, 307.1, 31.8, 16.2, 50.4, 
2019-07-05T09:50:22, 224.6, 343.5, 175.1, 102.7, 197, 29, 10.7, 29.8, 
2019-07-05T09:55:22, 98.22222222222223, 400.22222222222223, 131.33333333333334, 102.33333333333333, 211.33333333333334, 20.11111111111111, 9.88888888888889, 56.888888888888886, 
2019-07-05T10:00:22, 163, 458.6666666666667, 390, 65.77777777777777, 113.88888888888889, 17.444444444444443, 8.666666666666666, 43.55555555555556, 
2019-07-05T10:05:22, 999.8, 624.1, 413.6, 147.9, 162.7, 17, 55.7, 27.3, 
2019-07-05T10:10:22, 902.3636363636364, 628.4545454545455, 215.45454545454547, 122.72727272727273, 419, 22.09090909090909, 14.636363636363637, 25.545454545454547, 
2019-07-05T10:15:22, 144.75, 347.875, 138.875, 99, 155, 30.125, 15.5, 37.125, 
2019-07-05T10:20:22, 330.61538461538464, 650.3846153846154, 175.69230769230768, 177, 161.69230769230768, 19.153846153846153, 8.307692307692308, 30.846153846153847, 
2019-07-05T10:25:22, 248.5, 458.9, 154.5, 124.3, 174.9, 16.7, 9.7, 21.8, 
2019-07-05T10:30:22, 212.8181818181818, 416, 225.27272727272728, 172.36363636363637, 186.36363636363637, 27.272727272727273, 16.727272727272727, 35.63636363636363, 
2019-07-05T10:35:22, 196.3, 604.4, 249.1, 211, 156.9, 91.5, 6.1, 48.2, 
2019-07-05T10:40:22, 211, 442.7, 142.9, 233.7, 197.5, 18.3, 10.1, 44.8, 
2019-07-05T10:45:22, 190.5, 693.5, 164.2, 205.3, 279, 20.7, 12.3, 44.4, 
2019-07-05T10:50:22, 219.27272727272728, 561.1818181818181, 136.72727272727272, 164.27272727272728, 170.45454545454547, 19, 9.636363636363637, 33.90909090909091, 
2019-07-05T10:55:22, 261.25, 500.75, 137.75, 257.875, 254.375, 48, 9, 25, 
2019-07-05T11:00:22, 276, 630.3333333333334, 134.66666666666666, 292, 155.88888888888889, 35.22222222222222, 11.555555555555555, 70, 
2019-07-05T11:05:22, 849.1, 487.1, 165.3, 198.1, 164.8, 21, 20.5, 58.3, 
2019-07-05T11:10:22, 770, 527.8, 147.9, 129.8, 168.4, 29.2, 12.1, 29.2, 
2019-07-05T11:15:22, 276.1, 685.9, 387.7, 116.3, 166.9, 29.6, 12.6, 70.9, 
2019-07-05T11:20:22, 205.5, 692.6666666666666, 224.41666666666666, 193.83333333333334, 176.25, 36.166666666666664, 15.75, 48.333333333333336, 
2019-07-05T11:25:22, 205.8, 605.6, 199.7, 314.8, 233, 67.9, 9.2, 42.4, 
2019-07-05T11:30:22, 161.0909090909091, 456.09090909090907, 498.1818181818182, 301.3636363636364, 231.63636363636363, 174.0909090909091, 13.636363636363637, 30.181818181818183, 
2019-07-05T11:35:22, 240.66666666666666, 318.25, 162.08333333333334, 139.58333333333334, 203.91666666666666, 45.5, 14.25, 34.916666666666664, 
2019-07-05T11:40:22, 148.6, 297.9, 152.3, 119.1, 380.9, 20.8, 6, 33.7, 
2019-07-05T11:45:22, 173, 371.8888888888889, 145.22222222222223, 178.22222222222223, 174.33333333333334, 27, 6.555555555555555, 32.888888888888886, 
2019-07-05T11:50:22, 259.6, 337.9, 166.9, 96.6, 366.1, 40.6, 7.7, 30.9, 
2019-07-05T11:55:22, 176.9, 407.4, 119.8, 207.6, 277.5, 49.5, 8.3, 35.4, 
2019-07-05T12:00:22, 177.5, 350.1, 138.9, 86.2, 289.5, 26.4, 7.1, 31.3, 
2019-07-05T12:05:22, 777, 354.6, 132.3, 276, 348.7, 17.4, 7.1, 46.2, 
2019-07-05T12:10:22, 614.2727272727273, 341.72727272727275, 150.27272727272728, 135, 176.0909090909091, 33.45454545454545, 14.818181818181818, 42.81818181818182, 
2019-07-05T12:15:22, 226.4, 428.2, 180.8, 135, 190.9, 30.3, 10.2, 40.3, 
2019-07-05T12:20:22, 194.3, 357.9, 186.3, 210.2, 195.2, 24.8, 11.3, 43.4, 
2019-07-05T12:25:22, 183.9, 353, 164.3, 154.2, 266.4, 26.4, 16.2, 26.7, 
2019-07-05T12:30:22, 227, 276.5, 172.7, 215.6, 349.2, 29.5, 8.4, 32.1, 
2019-07-05T12:35:22, 251.55555555555554, 276.6666666666667, 156.44444444444446, 151.55555555555554, 163.55555555555554, 30.444444444444443, 20.22222222222222, 43.666666666666664, 
2019-07-05T12:40:22, 222.8181818181818, 367.1818181818182, 153.36363636363637, 156, 167.1818181818182, 22, 19.09090909090909, 39.63636363636363, 
2019-07-05T12:45:22, 211.1, 286.2, 163.7, 130.5, 206.7, 23.5, 7.3, 62.2, 
2019-07-05T12:50:22, 181.5, 451.8, 147, 233.8, 197.8, 31.6, 5.4, 41.2, 
2019-07-05T12:55:22, 193.22222222222223, 346.22222222222223, 147.11111111111111, 106.33333333333333, 158.66666666666666, 31.555555555555557, 7.888888888888889, 35, 
2019-07-05T13:00:22, 160.66666666666666, 416.77777777777777, 175.77777777777777, 97.55555555555556, 135.11111111111111, 30.333333333333332, 9.222222222222221, 45.111111111111114, 
2019-07-05T13:05:22, 1317.4444444444443, 392.3333333333333, 160.11111111111111, 85.44444444444444, 135.66666666666666, 20.555555555555557, 10.777777777777779, 32.77777777777778, 
2019-07-05T13:10:22, 1278.3, 267, 144.6, 202.3, 134.4, 21.4, 14.2, 40.4, 
2019-07-05T13:15:22, 264.6363636363636, 346.90909090909093, 149.45454545454547, 190.1818181818182, 170.45454545454547, 35.27272727272727, 9.545454545454545, 36.36363636363637, 
2019-07-05T13:20:22, 184.1818181818182, 339.27272727272725, 168.36363636363637, 213.27272727272728, 151.36363636363637, 21.363636363636363, 4.2727272727272725, 31.636363636363637, 
2019-07-05T13:25:22, 143.5, 453.5, 183.7, 276.3, 154.7, 18.3, 9.5, 43.7, 
2019-07-05T13:30:22, 205.33333333333334, 362.22222222222223, 153.33333333333334, 211.33333333333334, 149, 23.11111111111111, 6, 31.666666666666668, 
2019-07-05T13:35:22, 143.55555555555554, 293.55555555555554, 135.44444444444446, 176, 337.8888888888889, 32.44444444444444, 13.666666666666666, 59.888888888888886, 
2019-07-05T13:40:22, 207.3, 416.6, 162.8, 67.8, 969.6, 31.6, 8.7, 61.2, 
2019-07-05T13:45:22, 159.44444444444446, 438.44444444444446, 156.88888888888889, 105, 151.22222222222223, 22.22222222222222, 14.88888888888889, 59.22222222222222, 
2019-07-05T13:50:22, 212.6, 318.8, 163.8, 123.6, 90.2, 20.4, 8.2, 36.8, 
2019-07-05T13:55:22, 196.6, 352.8, 156.8, 172.3, 170.1, 19.7, 9.8, 25.7, 
2019-07-05T14:00:22, 307.5, 329.375, 151.125, 194.625, 235.5, 26.375, 16.625, 38.875, 
2019-07-05T14:05:22, 913.5, 415.1, 148.4, 197.9, 164.2, 35.2, 14.1, 35.6, 
2019-07-05T14:10:22, 1009.0909090909091, 291.09090909090907, 160.1818181818182, 83.45454545454545, 147.72727272727272, 33.45454545454545, 10, 26, 
2019-07-05T14:15:22, 215.3, 258.2, 170.6, 181, 178.6, 67.1, 7.3, 30.2, 
2019-07-05T14:20:22, 172.8181818181818, 434, 153.63636363636363, 179.1818181818182, 205.63636363636363, 23.181818181818183, 8.909090909090908, 46.09090909090909, 
2019-07-05T14:25:22, 277.75, 417.0833333333333, 132.41666666666666, 133.5, 148.75, 22.833333333333332, 10.416666666666666, 46.166666666666664, 
2019-07-05T14:30:22, 286.2, 357.8, 128.9, 149.1, 200.2, 16.7, 12.3, 55.4, 
2019-07-05T14:35:22, 153, 304.77777777777777, 137.44444444444446, 99.66666666666667, 197.22222222222223, 31.77777777777778, 6.666666666666667, 53.333333333333336, 
2019-07-05T14:40:22, 233.1, 323.4, 144.5, 91.8, 188.4, 48.6, 10, 49.1, 
