,0
2019-04-11 09:56:49,4074631168.0
2019-04-11 10:26:49,4254304582.1629624
2019-04-11 10:56:49,4317355827.2
2019-04-11 11:26:49,4342550391.466666
2019-04-11 11:56:49,4359084987.733334
2019-04-11 12:26:49,4378004070.4
2019-04-11 12:56:49,4405533081.599999
2019-04-11 13:26:49,4433904503.466667
2019-04-11 13:56:49,4449567129.6
2019-04-11 14:26:49,4467658069.333333
2019-04-11 14:56:49,4485640328.533334
2019-04-11 15:26:49,4503532339.2
2019-04-11 15:56:49,4516463206.400001
2019-04-11 16:26:49,4530948573.866667
2019-04-11 16:56:49,4544349047.466666
2019-04-11 17:26:49,4542541687.466666
2019-04-11 17:56:49,4525282372.266666
2019-04-11 18:26:49,4520489847.466666
2019-04-11 18:56:49,4538157806.933333
2019-04-11 19:26:49,4593046118.400001
2019-04-11 19:56:49,4569436023.466667
2019-04-11 20:26:49,4580395417.6
2019-04-11 20:56:49,4595506380.8
2019-04-11 21:26:49,4624452334.933333
2019-04-11 21:56:49,4627078553.599999
2019-04-11 22:26:49,4638221243.733334
2019-04-11 22:56:49,4654402423.466667
2019-04-11 23:26:49,4674134220.8
2019-04-11 23:56:49,4678638387.2
2019-04-12 00:26:49,4696271121.066667
2019-04-12 00:56:49,4711009348.266667
2019-04-12 01:26:49,4517030434.133332
2019-04-12 01:56:49,4480521625.6
2019-04-12 02:26:49,4490177467.733334
2019-04-12 02:56:49,4503348155.733334
2019-04-12 03:26:49,4528400383.999999
2019-04-12 03:56:49,4533712418.133333
2019-04-12 04:26:49,4542653576.533333
2019-04-12 04:56:49,4563236659.200001
2019-04-12 05:26:49,4573290700.8
2019-04-12 05:56:49,4571172317.866668
2019-04-12 06:26:49,4583150592.000001
2019-04-12 06:56:49,4597312921.599999
2019-04-12 07:26:49,4623091029.333334
2019-04-12 07:56:49,4627032200.533334
2019-04-12 08:26:49,4641032055.466666
2019-04-12 08:56:49,4652314828.8
2019-04-12 09:26:49,4680579481.599999
2019-04-12 09:56:49,4693928960.0
2019-04-12 10:26:49,4741322478.933333
2019-04-12 10:56:49,4721511150.933333
2019-04-12 11:26:49,4744812202.666667
2019-04-12 11:56:49,4757443993.6
2019-04-12 12:26:49,4768205209.599999
2019-04-12 12:56:49,4804924211.2
2019-04-12 13:26:49,4822759970.133332
2019-04-12 13:56:49,4833167428.266667
2019-04-12 14:26:49,4855046212.266666
2019-04-12 14:56:49,4874789137.066667
