,0
2019-04-11 09:57:55,4444444.444444445
2019-04-11 10:02:55,416666.6666666666
2019-04-11 10:07:55,12302380.952380953
2019-04-11 10:12:55,28941235.56998557
2019-04-11 10:17:55,11891208.791208792
2019-04-11 10:22:55,26176761.66657898
2019-04-11 10:27:55,22875975.708502024
2019-04-11 10:32:55,9930341.88034188
2019-04-11 10:37:55,0.0
2019-04-11 10:42:55,0.0
2019-04-11 10:47:55,1850000.0
2019-04-11 10:52:55,1750000.0
2019-04-11 10:57:55,0.0
2019-04-11 11:02:55,1650000.0
2019-04-11 11:07:55,4976666.666666666
2019-04-11 11:12:55,22051440.437286027
2019-04-11 11:17:55,25535207.493655767
2019-04-11 11:22:55,26151692.32649071
2019-04-11 11:27:55,30590860.085830104
2019-04-11 11:32:55,5250000.0
2019-04-11 11:37:55,19915472.977796815
2019-04-11 11:42:55,20563132.395163637
2019-04-11 11:47:55,18442450.96790847
2019-04-11 11:52:55,26529983.591153733
2019-04-11 11:57:55,17686210.85496656
2019-04-11 12:02:55,24208564.86042693
2019-04-11 12:07:55,20379924.960883863
2019-04-11 12:12:55,21998911.847626537
2019-04-11 12:17:55,16421909.529106412
2019-04-11 12:22:55,4100000.0
2019-04-11 12:27:55,1300000.0
2019-04-11 12:32:55,0.0
2019-04-11 12:37:55,1800000.0
2019-04-11 12:42:55,50000.0
2019-04-11 12:47:55,150000.0
2019-04-11 12:52:55,2800000.0
2019-04-11 12:57:55,22297801.39498306
2019-04-11 13:02:55,27742580.71358354
2019-04-11 13:07:55,23583492.846839108
2019-04-11 13:12:55,23134064.523658928
2019-04-11 13:17:55,28660503.039091058
2019-04-11 13:22:55,24849251.724305704
2019-04-11 13:27:55,2596666.666666667
2019-04-11 13:32:55,1650000.0
2019-04-11 13:37:55,0.0
2019-04-11 13:42:55,18978722.52518397
2019-04-11 13:47:55,22388358.20070734
2019-04-11 13:52:55,26952350.374619268
2019-04-11 13:57:55,26727240.896358542
2019-04-11 14:02:55,18241848.705937624
2019-04-11 14:07:55,16728062.05855548
2019-04-11 14:12:55,27264047.61904762
2019-04-11 14:17:55,29998505.29100529
2019-04-11 14:22:55,27960263.245082982
